Model,Task,Noise_Type,Noise_Level,Seed,N_samples,Acc,F1_macro,AUC,Acc_Black,Acc_East Asian,Acc_Indian,Acc_Latino_Hispanic,Acc_Middle Eastern,Acc_Southeast Asian,Acc_White,accuracy_gap,worst_group_acc,best_group_acc,dp_diff,eq_odds_diff,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Baseline,race,clean,0,0,1000,0.374000,0.355119,0.759149,0.529851,0.385714,0.350649,0.274510,0.139130,0.268293,0.574586,0.090725,0.331450,0.422175,,0.065930,,,,,,,,,,,
Baseline,race,cutout,1,0,1000,0.387000,0.375000,0.762091,0.619403,0.435714,0.298701,0.307190,0.295652,0.219512,0.491713,0.038135,0.369115,0.407249,,0.100668,,,,,,,,,,,
Baseline,race,cutout,2,0,1000,0.392000,0.380030,0.761197,0.574627,0.435714,0.318182,0.326797,0.295652,0.203252,0.530387,0.040765,0.372881,0.413646,,0.054926,,,,,,,,,,,
Baseline,race,cutout,3,0,1000,0.393000,0.384741,0.756460,0.582090,0.385714,0.259740,0.307190,0.347826,0.268293,0.558011,0.095098,0.348399,0.443497,,0.075137,,,,,,,,,,,
Baseline,race,defocus,1,0,1000,0.351000,0.316678,0.728343,0.529851,0.335714,0.214286,0.241830,0.095652,0.227642,0.685083,0.061761,0.322034,0.383795,,0.070696,,,,,,,,,,,
Baseline,race,defocus,2,0,1000,0.280000,0.210487,0.666205,0.634328,0.100000,0.142857,0.156863,0.034783,0.048780,0.690608,0.083039,0.241055,0.324094,,0.040041,,,,,,,,,,,
Baseline,race,defocus,3,0,1000,0.271000,0.170528,0.645948,0.567164,0.007143,0.220779,0.065359,0.017391,0.000000,0.817680,0.075896,0.235405,0.311301,,0.042063,,,,,,,,,,,
Baseline,race,gaussian,1,0,1000,0.283000,0.242066,0.667598,0.753731,0.135714,0.194805,0.183007,0.217391,0.016260,0.430939,0.009127,0.278719,0.287846,,0.091352,,,,,,,,,,,
Baseline,race,gaussian,2,0,1000,0.252000,0.223679,0.633592,0.507463,0.200000,0.409091,0.065359,0.278261,0.032520,0.259669,0.051446,0.227872,0.279318,,0.059869,,,,,,,,,,,
Baseline,race,gaussian,3,0,1000,0.216000,0.199388,0.597479,0.246269,0.185714,0.383117,0.039216,0.417391,0.105691,0.171271,0.006810,0.212806,0.219616,,0.069217,,,,,,,,,,,
Baseline,race,glass,1,0,1000,0.389000,0.370601,0.753508,0.544776,0.307143,0.396104,0.320261,0.191304,0.268293,0.596685,0.074522,0.354049,0.428571,,0.065847,,,,,,,,,,,
Baseline,race,glass,2,0,1000,0.337000,0.317142,0.719172,0.432836,0.335714,0.383117,0.222222,0.165217,0.178862,0.541436,0.080096,0.299435,0.379531,,0.089864,,,,,,,,,,,
Baseline,race,glass,3,0,1000,0.327000,0.302171,0.690821,0.492537,0.250000,0.266234,0.254902,0.121739,0.203252,0.591160,0.058774,0.299435,0.358209,,0.070172,,,,,,,,,,,
Baseline,race,impulse,1,0,1000,0.257000,0.231944,0.637023,0.134328,0.264286,0.389610,0.117647,0.104348,0.186992,0.491713,0.029983,0.242938,0.272921,,0.054932,,,,,,,,,,,
Baseline,race,impulse,2,0,1000,0.241000,0.219958,0.620946,0.097015,0.307143,0.350649,0.124183,0.060870,0.357724,0.337017,0.023976,0.229755,0.253731,,0.046846,,,,,,,,,,,
Baseline,race,impulse,3,0,1000,0.199000,0.174351,0.600861,0.067164,0.207143,0.292208,0.052288,0.043478,0.471545,0.248619,0.030794,0.184557,0.215352,,0.046661,,,,,,,,,,,
Baseline,race,jpeg,1,0,1000,0.373000,0.354104,0.759148,0.522388,0.385714,0.350649,0.274510,0.139130,0.268293,0.574586,0.092608,0.329567,0.422175,,0.068311,,,,,,,,,,,
Baseline,race,jpeg,2,0,1000,0.344000,0.313041,0.707666,0.380597,0.350000,0.506494,0.274510,0.104348,0.081301,0.563536,0.005365,0.341151,0.346516,,0.051478,,,,,,,,,,,
Baseline,race,jpeg,3,0,1000,0.268000,0.201288,0.653315,0.298507,0.121429,0.467532,0.084967,0.034783,0.008130,0.668508,0.077530,0.231638,0.309168,,0.057072,,,,,,,,,,,
Baseline,race,shot,1,0,1000,0.304000,0.270636,0.681539,0.716418,0.207143,0.240260,0.183007,0.234783,0.048780,0.447514,0.017764,0.295669,0.313433,,0.055857,,,,,,,,,,,
Baseline,race,shot,2,0,1000,0.272000,0.244034,0.646292,0.477612,0.128571,0.519481,0.117647,0.304348,0.065041,0.270718,0.009766,0.267420,0.277186,,0.050831,,,,,,,,,,,
Baseline,race,shot,3,0,1000,0.203000,0.182989,0.600350,0.201493,0.150000,0.415584,0.019608,0.365217,0.073171,0.204420,0.011215,0.197740,0.208955,,0.050448,,,,,,,,,,,
Baseline,race,clean,0,1,1000,0.368000,0.348431,0.759001,0.514925,0.385714,0.376623,0.241830,0.182609,0.195122,0.580110,0.021715,0.357815,0.379531,,0.103890,,,,,,,,,,,
Baseline,race,cutout,1,1,1000,0.388000,0.374707,0.760325,0.559701,0.485714,0.337662,0.254902,0.330435,0.162602,0.530387,0.028220,0.374765,0.402985,,0.130450,,,,,,,,,,,
Baseline,race,cutout,2,1,1000,0.392000,0.380997,0.758607,0.529851,0.557143,0.292208,0.294118,0.339130,0.170732,0.513812,0.016672,0.384181,0.400853,,0.107915,,,,,,,,,,,
Baseline,race,cutout,3,1,1000,0.382000,0.371762,0.761259,0.522388,0.521429,0.220779,0.313725,0.400000,0.162602,0.502762,0.067628,0.350282,0.417910,,0.120589,,,,,,,,,,,
Baseline,race,defocus,1,1,1000,0.346000,0.311359,0.728986,0.492537,0.235714,0.292208,0.222222,0.086957,0.252033,0.701657,0.059131,0.318267,0.377399,,0.067413,,,,,,,,,,,
Baseline,race,defocus,2,1,1000,0.287000,0.218200,0.665096,0.567164,0.050000,0.305195,0.045752,0.078261,0.081301,0.723757,0.041748,0.267420,0.309168,,0.046697,,,,,,,,,,,
Baseline,race,defocus,3,1,1000,0.275000,0.182157,0.640503,0.492537,0.000000,0.396104,0.019608,0.043478,0.016260,0.762431,0.028208,0.261770,0.289979,,0.040266,,,,,,,,,,,
Baseline,race,gaussian,1,1,1000,0.285000,0.265627,0.665354,0.611940,0.264286,0.116883,0.241830,0.382609,0.073171,0.320442,0.001345,0.284369,0.285714,,0.067070,,,,,,,,,,,
Baseline,race,gaussian,2,1,1000,0.248000,0.236432,0.630287,0.514925,0.250000,0.194805,0.124183,0.400000,0.121951,0.187845,0.006778,0.244821,0.251599,,0.078168,,,,,,,,,,,
Baseline,race,gaussian,3,1,1000,0.195000,0.187102,0.585470,0.283582,0.178571,0.142857,0.058824,0.156522,0.447154,0.154696,0.042343,0.175141,0.217484,,0.064822,,,,,,,,,,,
Baseline,race,glass,1,1,1000,0.368000,0.354159,0.751053,0.552239,0.314286,0.409091,0.261438,0.234783,0.219512,0.513812,0.049824,0.344633,0.394456,,0.089319,,,,,,,,,,,
Baseline,race,glass,2,1,1000,0.341000,0.321977,0.714852,0.522388,0.421429,0.350649,0.196078,0.226087,0.121951,0.480663,0.032409,0.325800,0.358209,,0.092149,,,,,,,,,,,
Baseline,race,glass,3,1,1000,0.320000,0.294689,0.698962,0.529851,0.242857,0.311688,0.209150,0.139130,0.162602,0.546961,0.067941,0.288136,0.356077,,0.081038,,,,,,,,,,,
Baseline,race,impulse,1,1,1000,0.230000,0.230248,0.626441,0.186567,0.164286,0.214286,0.137255,0.469565,0.357724,0.165746,0.015540,0.221748,0.237288,,0.072014,,,,,,,,,,,
Baseline,race,impulse,2,1,1000,0.195000,0.180579,0.607418,0.126866,0.157143,0.149351,0.065359,0.426087,0.512195,0.060773,0.006204,0.192090,0.198294,,0.029602,,,,,,,,,,,
Baseline,race,impulse,3,1,1000,0.179000,0.157967,0.585179,0.097015,0.078571,0.136364,0.032680,0.400000,0.560976,0.077348,0.031927,0.162047,0.193974,,0.043833,,,,,,,,,,,
Baseline,race,jpeg,1,1,1000,0.368000,0.348367,0.759038,0.514925,0.385714,0.376623,0.241830,0.182609,0.195122,0.580110,0.021715,0.357815,0.379531,,0.103890,,,,,,,,,,,
Baseline,race,jpeg,2,1,1000,0.350000,0.309388,0.709065,0.373134,0.364286,0.461039,0.248366,0.078261,0.081301,0.668508,0.028710,0.334755,0.363465,,0.074671,,,,,,,,,,,
Baseline,race,jpeg,3,1,1000,0.293000,0.236684,0.654271,0.328358,0.185714,0.363636,0.098039,0.078261,0.016260,0.779006,0.030449,0.278719,0.309168,,0.042554,,,,,,,,,,,
Baseline,race,shot,1,1,1000,0.293000,0.272344,0.673444,0.611940,0.264286,0.149351,0.215686,0.347826,0.081301,0.375691,0.021752,0.281450,0.303202,,0.079349,,,,,,,,,,,
Baseline,race,shot,2,1,1000,0.259000,0.248202,0.640527,0.507463,0.214286,0.214286,0.130719,0.321739,0.154472,0.287293,0.030232,0.244821,0.275053,,0.043414,,,,,,,,,,,
Baseline,race,shot,3,1,1000,0.198000,0.191476,0.582501,0.291045,0.157143,0.110390,0.058824,0.226087,0.382114,0.209945,0.036693,0.180791,0.217484,,0.045280,,,,,,,,,,,
Baseline,race,clean,0,2,1000,0.383000,0.366633,0.757980,0.552239,0.364286,0.389610,0.235294,0.208696,0.252033,0.591160,0.057714,0.355932,0.413646,,0.087841,,,,,,,,,,,
Baseline,race,cutout,1,2,1000,0.383000,0.363334,0.757380,0.574627,0.421429,0.318182,0.202614,0.339130,0.170732,0.591160,0.033621,0.367232,0.400853,,0.063596,,,,,,,,,,,
Baseline,race,cutout,2,2,1000,0.389000,0.374372,0.761097,0.552239,0.450000,0.331169,0.222222,0.373913,0.186992,0.558011,0.022322,0.378531,0.400853,,0.084997,,,,,,,,,,,
Baseline,race,cutout,3,2,1000,0.383000,0.370991,0.760167,0.552239,0.457143,0.298701,0.248366,0.365217,0.186992,0.530387,0.057714,0.355932,0.413646,,0.083451,,,,,,,,,,,
Baseline,race,defocus,1,2,1000,0.337000,0.309873,0.727933,0.507463,0.314286,0.227273,0.183007,0.139130,0.243902,0.640884,0.047972,0.314501,0.362473,,0.065625,,,,,,,,,,,
Baseline,race,defocus,2,2,1000,0.282000,0.233006,0.666082,0.574627,0.050000,0.155844,0.124183,0.269565,0.081301,0.629834,0.043134,0.261770,0.304904,,0.052482,,,,,,,,,,,
Baseline,race,defocus,3,2,1000,0.275000,0.199247,0.643359,0.522388,0.000000,0.298701,0.026144,0.226087,0.016260,0.701657,0.020178,0.265537,0.285714,,0.082625,,,,,,,,,,,
Baseline,race,gaussian,1,2,1000,0.279000,0.243108,0.674031,0.589552,0.114286,0.240260,0.130719,0.495652,0.016260,0.375691,0.016660,0.271186,0.287846,,0.069122,,,,,,,,,,,
Baseline,race,gaussian,2,2,1000,0.261000,0.216786,0.634556,0.350746,0.042857,0.441558,0.052288,0.556522,0.024390,0.359116,0.001642,0.260128,0.261770,,0.048538,,,,,,,,,,,
Baseline,race,gaussian,3,2,1000,0.198000,0.173291,0.590713,0.156716,0.021429,0.331169,0.019608,0.460870,0.252033,0.198895,0.031569,0.181237,0.212806,,0.058094,,,,,,,,,,,
Baseline,race,glass,1,2,1000,0.390000,0.375177,0.748685,0.574627,0.285714,0.461039,0.281046,0.278261,0.227642,0.546961,0.060593,0.361582,0.422175,,0.067658,,,,,,,,,,,
Baseline,race,glass,2,2,1000,0.349000,0.324341,0.716372,0.485075,0.364286,0.415584,0.215686,0.208696,0.105691,0.546961,0.089621,0.306968,0.396588,,0.086668,,,,,,,,,,,
Baseline,race,glass,3,2,1000,0.325000,0.304336,0.694397,0.567164,0.221429,0.292208,0.254902,0.173913,0.178862,0.508287,0.090648,0.282486,0.373134,,0.071578,,,,,,,,,,,
Baseline,race,impulse,1,2,1000,0.220000,0.208081,0.631539,0.149254,0.078571,0.409091,0.111111,0.478261,0.154472,0.193370,0.003293,0.218456,0.221748,,0.075297,,,,,,,,,,,
Baseline,race,impulse,2,2,1000,0.201000,0.181734,0.614931,0.104478,0.050000,0.337662,0.071895,0.539130,0.260163,0.127072,0.029188,0.185501,0.214689,,0.032605,,,,,,,,,,,
Baseline,race,impulse,3,2,1000,0.175000,0.145391,0.589279,0.089552,0.028571,0.233766,0.026144,0.495652,0.422764,0.055249,0.040456,0.153518,0.193974,,0.043248,,,,,,,,,,,
Baseline,race,jpeg,1,2,1000,0.383000,0.366250,0.758033,0.552239,0.364286,0.383117,0.235294,0.208696,0.252033,0.596685,0.053698,0.357815,0.411514,,0.087274,,,,,,,,,,,
Baseline,race,jpeg,2,2,1000,0.329000,0.285721,0.710157,0.246269,0.221429,0.766234,0.183007,0.113043,0.081301,0.530387,0.045378,0.304904,0.350282,,0.067722,,,,,,,,,,,
Baseline,race,jpeg,3,2,1000,0.266000,0.185297,0.651648,0.141791,0.050000,0.746753,0.098039,0.060870,0.000000,0.569061,0.025080,0.254237,0.279318,,0.034521,,,,,,,,,,,
Baseline,race,shot,1,2,1000,0.294000,0.259033,0.684359,0.567164,0.157143,0.246753,0.130719,0.434783,0.024390,0.469613,0.024550,0.282486,0.307036,,0.054038,,,,,,,,,,,
Baseline,race,shot,2,2,1000,0.281000,0.244259,0.651956,0.388060,0.050000,0.422078,0.098039,0.556522,0.065041,0.386740,0.008878,0.276836,0.285714,,0.053817,,,,,,,,,,,
Baseline,race,shot,3,2,1000,0.186000,0.163174,0.593115,0.164179,0.014286,0.233766,0.019608,0.469565,0.219512,0.232044,0.000940,0.185501,0.186441,,0.035299,,,,,,,,,,,
Baseline,race,clean,0,3,1000,0.388000,0.373915,0.759336,0.537313,0.400000,0.396104,0.254902,0.234783,0.235772,0.574586,0.032236,0.372881,0.405117,,0.090032,,,,,,,,,,,
Baseline,race,cutout,1,3,1000,0.397000,0.381314,0.762240,0.611940,0.392857,0.298701,0.398693,0.200000,0.243902,0.552486,0.055441,0.370998,0.426439,,0.078524,,,,,,,,,,,
Baseline,race,cutout,2,3,1000,0.395000,0.384341,0.760395,0.514925,0.392857,0.344156,0.366013,0.278261,0.227642,0.563536,0.007007,0.391714,0.398721,,0.087157,,,,,,,,,,,
Baseline,race,cutout,3,3,1000,0.372000,0.365409,0.757696,0.522388,0.371429,0.305195,0.307190,0.234783,0.284553,0.519337,0.066383,0.340866,0.407249,,0.092684,,,,,,,,,,,
Baseline,race,defocus,1,3,1000,0.347000,0.322805,0.725918,0.514925,0.321429,0.240260,0.176471,0.182609,0.252033,0.646409,0.073310,0.312618,0.385928,,0.075583,,,,,,,,,,,
Baseline,race,defocus,2,3,1000,0.287000,0.244734,0.658833,0.597015,0.078571,0.168831,0.137255,0.182609,0.130081,0.618785,0.017656,0.278719,0.296375,,0.048191,,,,,,,,,,,
Baseline,race,defocus,3,3,1000,0.267000,0.201993,0.639967,0.537313,0.014286,0.240260,0.078431,0.113043,0.048780,0.690608,0.039259,0.248588,0.287846,,0.055413,,,,,,,,,,,
Baseline,race,gaussian,1,3,1000,0.273000,0.239933,0.661723,0.701493,0.157143,0.077922,0.326797,0.321739,0.048780,0.287293,0.019929,0.263653,0.283582,,0.050003,,,,,,,,,,,
Baseline,race,gaussian,2,3,1000,0.230000,0.220285,0.633516,0.485075,0.157143,0.071429,0.241830,0.330435,0.211382,0.171271,0.028630,0.216573,0.245203,,0.037997,,,,,,,,,,,
Baseline,race,gaussian,3,3,1000,0.168000,0.138449,0.591367,0.149254,0.078571,0.038961,0.078431,0.104348,0.756098,0.077348,0.040990,0.148776,0.189765,,0.048223,,,,,,,,,,,
Baseline,race,glass,1,3,1000,0.376000,0.361571,0.748289,0.559701,0.321429,0.389610,0.267974,0.243478,0.227642,0.546961,0.058850,0.348399,0.407249,,0.075620,,,,,,,,,,,
Baseline,race,glass,2,3,1000,0.348000,0.325999,0.713698,0.462687,0.350000,0.409091,0.196078,0.217391,0.138211,0.563536,0.039303,0.329567,0.368870,,0.072324,,,,,,,,,,,
Baseline,race,glass,3,3,1000,0.326000,0.302104,0.695069,0.500000,0.228571,0.272727,0.228758,0.191304,0.162602,0.596685,0.040580,0.306968,0.347548,,0.068610,,,,,,,,,,,
Baseline,race,impulse,1,3,1000,0.234000,0.228930,0.634299,0.097015,0.278571,0.344156,0.202614,0.208696,0.300813,0.204420,0.013066,0.227872,0.240938,,0.052642,,,,,,,,,,,
Baseline,race,impulse,2,3,1000,0.223000,0.223552,0.611558,0.126866,0.250000,0.201299,0.196078,0.217391,0.430894,0.176796,0.009689,0.218456,0.228145,,0.046360,,,,,,,,,,,
Baseline,race,impulse,3,3,1000,0.182000,0.171905,0.596051,0.119403,0.128571,0.097403,0.104575,0.191304,0.593496,0.121547,0.014624,0.175141,0.189765,,0.088780,,,,,,,,,,,
Baseline,race,jpeg,1,3,1000,0.388000,0.374075,0.759390,0.537313,0.400000,0.396104,0.254902,0.234783,0.235772,0.574586,0.032236,0.372881,0.405117,,0.090032,,,,,,,,,,,
Baseline,race,jpeg,2,3,1000,0.344000,0.311398,0.704197,0.388060,0.300000,0.519481,0.281046,0.121739,0.073171,0.574586,0.045519,0.319829,0.365348,,0.067497,,,,,,,,,,,
Baseline,race,jpeg,3,3,1000,0.290000,0.243737,0.654730,0.313433,0.171429,0.506494,0.156863,0.113043,0.016260,0.591160,0.012006,0.284369,0.296375,,0.042162,,,,,,,,,,,
Baseline,race,shot,1,3,1000,0.272000,0.245863,0.668373,0.641791,0.171429,0.077922,0.267974,0.260870,0.089431,0.375691,0.001735,0.271186,0.272921,,0.041241,,,,,,,,,,,
Baseline,race,shot,2,3,1000,0.266000,0.254776,0.643024,0.552239,0.135714,0.129870,0.267974,0.330435,0.292683,0.209945,0.009019,0.261770,0.270789,,0.075162,,,,,,,,,,,
Baseline,race,shot,3,3,1000,0.193000,0.179592,0.591387,0.261194,0.078571,0.123377,0.104575,0.130435,0.642276,0.099448,0.038078,0.175141,0.213220,,0.041614,,,,,,,,,,,
Baseline,race,clean,0,4,1000,0.372000,0.356315,0.759818,0.522388,0.392857,0.305195,0.241830,0.234783,0.219512,0.602210,0.058352,0.344633,0.402985,,0.092591,,,,,,,,,,,
Baseline,race,cutout,1,4,1000,0.391000,0.385776,0.760012,0.470149,0.407143,0.344156,0.333333,0.400000,0.219512,0.519337,0.010524,0.386064,0.396588,,0.093176,,,,,,,,,,,
Baseline,race,cutout,2,4,1000,0.391000,0.384427,0.759665,0.470149,0.435714,0.370130,0.274510,0.408696,0.186992,0.541436,0.022571,0.380414,0.402985,,0.083354,,,,,,,,,,,
Baseline,race,cutout,3,4,1000,0.394000,0.387023,0.758048,0.440299,0.414286,0.318182,0.254902,0.478261,0.235772,0.580110,0.016921,0.386064,0.402985,,0.091638,,,,,,,,,,,
Baseline,race,defocus,1,4,1000,0.356000,0.327534,0.727029,0.455224,0.335714,0.324675,0.183007,0.156522,0.219512,0.690608,0.028253,0.342750,0.371002,,0.043565,,,,,,,,,,,
Baseline,race,defocus,2,4,1000,0.278000,0.234291,0.662606,0.261194,0.107143,0.545455,0.098039,0.173913,0.048780,0.569061,0.010512,0.273070,0.283582,,0.052867,,,,,,,,,,,
Baseline,race,defocus,3,4,1000,0.253000,0.180830,0.641657,0.171642,0.021429,0.597403,0.065359,0.139130,0.000000,0.602210,0.038777,0.232409,0.271186,,0.053783,,,,,,,,,,,
Baseline,race,gaussian,1,4,1000,0.274000,0.247848,0.674398,0.656716,0.150000,0.123377,0.281046,0.391304,0.056911,0.281768,0.002032,0.272921,0.274953,,0.074963,,,,,,,,,,,
Baseline,race,gaussian,2,4,1000,0.246000,0.239002,0.635915,0.410448,0.128571,0.181818,0.163399,0.539130,0.130081,0.232044,0.021579,0.234542,0.256121,,0.054711,,,,,,,,,,,
Baseline,race,gaussian,3,4,1000,0.182000,0.174511,0.585044,0.201493,0.078571,0.058442,0.104575,0.417391,0.365854,0.143646,0.022655,0.171375,0.194030,,0.043583,,,,,,,,,,,
Baseline,race,glass,1,4,1000,0.359000,0.341789,0.750892,0.574627,0.257143,0.383117,0.254902,0.208696,0.211382,0.541436,0.074804,0.323917,0.398721,,0.071400,,,,,,,,,,,
Baseline,race,glass,2,4,1000,0.347000,0.326056,0.718065,0.537313,0.321429,0.370130,0.209150,0.243478,0.130081,0.535912,0.057248,0.320151,0.377399,,0.072390,,,,,,,,,,,
Baseline,race,glass,3,4,1000,0.327000,0.305396,0.698650,0.507463,0.285714,0.350649,0.189542,0.173913,0.170732,0.524862,0.042712,0.306968,0.349680,,0.079246,,,,,,,,,,,
Baseline,race,impulse,1,4,1000,0.232000,0.210019,0.634706,0.074627,0.057143,0.376623,0.156863,0.391304,0.186992,0.353591,0.043399,0.208955,0.252354,,0.056600,,,,,,,,,,,
Baseline,race,impulse,2,4,1000,0.212000,0.194198,0.615614,0.119403,0.035714,0.266234,0.071895,0.434783,0.382114,0.232044,0.057935,0.181237,0.239171,,0.048637,,,,,,,,,,,
Baseline,race,impulse,3,4,1000,0.177000,0.152984,0.594944,0.082090,0.007143,0.155844,0.058824,0.382609,0.495935,0.149171,0.044222,0.153518,0.197740,,0.066035,,,,,,,,,,,
Baseline,race,jpeg,1,4,1000,0.370000,0.353935,0.759799,0.514925,0.392857,0.305195,0.241830,0.234783,0.211382,0.602210,0.058103,0.342750,0.400853,,0.096985,,,,,,,,,,,
Baseline,race,jpeg,2,4,1000,0.326000,0.276767,0.710904,0.216418,0.278571,0.694805,0.124183,0.121739,0.065041,0.607735,0.015636,0.317697,0.333333,,0.023079,,,,,,,,,,,
Baseline,race,jpeg,3,4,1000,0.285000,0.217821,0.657690,0.179104,0.142857,0.603896,0.045752,0.130435,0.008130,0.690608,0.021422,0.274953,0.296375,,0.043226,,,,,,,,,,,
Baseline,race,shot,1,4,1000,0.288000,0.266837,0.679631,0.604478,0.171429,0.142857,0.352941,0.339130,0.073171,0.325967,0.003726,0.286252,0.289979,,0.082462,,,,,,,,,,,
Baseline,race,shot,2,4,1000,0.268000,0.260859,0.646524,0.410448,0.100000,0.201299,0.281046,0.426087,0.219512,0.270718,0.013283,0.261770,0.275053,,0.045413,,,,,,,,,,,
Baseline,race,shot,3,4,1000,0.208000,0.197942,0.588522,0.231343,0.064286,0.103896,0.098039,0.373913,0.422764,0.232044,0.033922,0.192090,0.226013,,0.071341,,,,,,,,,,,
Baseline,gender,clean,0,0,1000,0.746000,0.743832,0.842515,,,,,,,,0.142595,0.674797,0.817391,0.232803,0.178710,0.697228,0.789077,,,,,,,,,
Baseline,gender,cutout,1,0,1000,0.731000,0.730987,0.832079,,,,,,,,0.211589,0.611940,0.823529,0.310248,0.296873,0.786780,0.681733,,,,,,,,,
Baseline,gender,cutout,2,0,1000,0.738000,0.737823,0.835528,,,,,,,,0.128998,0.656716,0.785714,0.326971,0.267666,0.759062,0.719397,,,,,,,,,
Baseline,gender,cutout,3,0,1000,0.739000,0.738837,0.839190,,,,,,,,0.176129,0.634328,0.810458,0.245104,0.231028,0.761194,0.719397,,,,,,,,,
Baseline,gender,defocus,1,0,1000,0.692000,0.688365,0.772477,,,,,,,,0.154510,0.619403,0.773913,0.291410,0.214328,0.622601,0.753296,,,,,,,,,
Baseline,gender,defocus,2,0,1000,0.638000,0.623229,0.697674,,,,,,,,0.160764,0.560976,0.721739,0.135361,0.189606,0.469083,0.787194,,,,,,,,,
Baseline,gender,defocus,3,0,1000,0.599000,0.575560,0.639876,,,,,,,,0.141676,0.536585,0.678261,0.142893,0.176604,0.388060,0.785311,,,,,,,,,
Baseline,gender,gaussian,1,0,1000,0.646000,0.641977,0.701376,,,,,,,,0.106580,0.589552,0.696133,0.197455,0.189235,0.575693,0.708098,,,,,,,,,
Baseline,gender,gaussian,2,0,1000,0.629000,0.618356,0.679741,,,,,,,,0.142425,0.537313,0.679739,0.179833,0.202869,0.492537,0.749529,,,,,,,,,
Baseline,gender,gaussian,3,0,1000,0.599000,0.551642,0.651211,,,,,,,,0.179337,0.528455,0.707792,0.162814,0.216172,0.292111,0.870056,,,,,,,,,
Baseline,gender,glass,1,0,1000,0.749000,0.747935,0.821486,,,,,,,,0.116476,0.679104,0.795580,0.282715,0.247259,0.729211,0.766478,,,,,,,,,
Baseline,gender,glass,2,0,1000,0.683000,0.682357,0.757697,,,,,,,,0.072495,0.641791,0.714286,0.286886,0.246648,0.680171,0.685499,,,,,,,,,
Baseline,gender,glass,3,0,1000,0.666000,0.660954,0.723260,,,,,,,,0.189997,0.601307,0.791304,0.261152,0.217275,0.579957,0.741996,,,,,,,,,
Baseline,gender,impulse,1,0,1000,0.568000,0.539689,0.696285,,,,,,,,0.168965,0.460870,0.629834,0.137908,0.163073,0.869936,0.301318,,,,,,,,,
Baseline,gender,impulse,2,0,1000,0.581000,0.577951,0.644156,,,,,,,,0.063080,0.539130,0.602210,0.127319,0.128966,0.710021,0.467043,,,,,,,,,
Baseline,gender,impulse,3,0,1000,0.582000,0.575472,0.603327,,,,,,,,0.130718,0.504065,0.634783,0.180576,0.173960,0.488273,0.664783,,,,,,,,,
Baseline,gender,jpeg,1,0,1000,0.744000,0.741815,0.842270,,,,,,,,0.133899,0.674797,0.808696,0.224107,0.172460,0.695096,0.787194,,,,,,,,,
Baseline,gender,jpeg,2,0,1000,0.710000,0.693201,0.804950,,,,,,,,0.140332,0.642276,0.782609,0.190809,0.178017,0.507463,0.888889,,,,,,,,,
Baseline,gender,jpeg,3,0,1000,0.680000,0.670009,0.741189,,,,,,,,0.161829,0.589552,0.751381,0.203219,0.209490,0.539446,0.804143,,,,,,,,,
Baseline,gender,shot,1,0,1000,0.657000,0.655633,0.722722,,,,,,,,0.109799,0.611940,0.721739,0.262496,0.225969,0.633262,0.677966,,,,,,,,,
Baseline,gender,shot,2,0,1000,0.630000,0.625128,0.685732,,,,,,,,0.143153,0.536585,0.679739,0.173630,0.236072,0.550107,0.700565,,,,,,,,,
Baseline,gender,shot,3,0,1000,0.611000,0.577651,0.656387,,,,,,,,0.173630,0.495935,0.669565,0.186638,0.223353,0.351812,0.839925,,,,,,,,,
Baseline,gender,clean,0,1,1000,0.756000,0.753825,0.847405,,,,,,,,0.143160,0.682927,0.826087,0.300672,0.201787,0.705757,0.800377,,,,,,,,,
Baseline,gender,cutout,1,1,1000,0.740000,0.739974,0.844579,,,,,,,,0.174276,0.649254,0.823529,0.318841,0.252252,0.778252,0.706215,,,,,,,,,
Baseline,gender,cutout,2,1,1000,0.750000,0.749936,0.846538,,,,,,,,0.104671,0.694030,0.798701,0.310145,0.251781,0.782516,0.721281,,,,,,,,,
Baseline,gender,cutout,3,1,1000,0.749000,0.748889,0.844189,,,,,,,,0.134753,0.682927,0.817680,0.261364,0.232581,0.776119,0.725047,,,,,,,,,
Baseline,gender,defocus,1,1,1000,0.707000,0.702042,0.776131,,,,,,,,0.106035,0.641791,0.747826,0.225804,0.165425,0.616205,0.787194,,,,,,,,,
Baseline,gender,defocus,2,1,1000,0.634000,0.629181,0.687242,,,,,,,,0.109034,0.577922,0.686957,0.140544,0.140221,0.554371,0.704331,,,,,,,,,
Baseline,gender,defocus,3,1,1000,0.602000,0.593087,0.629962,,,,,,,,0.158780,0.519481,0.678261,0.128129,0.230866,0.484009,0.706215,,,,,,,,,
Baseline,gender,gaussian,1,1,1000,0.657000,0.654008,0.708724,,,,,,,,0.081237,0.604478,0.685714,0.192634,0.198181,0.601279,0.706215,,,,,,,,,
Baseline,gender,gaussian,2,1,1000,0.641000,0.630701,0.676111,,,,,,,,0.111648,0.574627,0.686275,0.302573,0.306104,0.505330,0.760829,,,,,,,,,
Baseline,gender,gaussian,3,1,1000,0.587000,0.554784,0.634467,,,,,,,,0.131518,0.537313,0.668831,0.157912,0.204121,0.339019,0.806026,,,,,,,,,
