Model,Task,Noise_Type,Noise_Level,Seed,N_samples,Acc,F1_macro,AUC,Acc_Asian,Acc_Black,Acc_Indian,Acc_Others,Acc_White,accuracy_gap,worst_group_acc,best_group_acc,dp_diff,eq_odds_diff,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Baseline,age,impulse,2,3,1000,0.313000,0.321293,0.794124,,,,,,0.181754,0.186667,0.368421,,0.261540,,,0.528090,0.807018,0.335570,0.385714,0.117347,0.122449,0.079545,0.490196,0.490566
Baseline,age,impulse,3,3,1000,0.272000,0.273225,0.762516,,,,,,0.193333,0.140000,0.333333,,0.342071,,,0.426966,0.789474,0.298658,0.328571,0.096939,0.071429,0.079545,0.509804,0.339623
Baseline,age,jpeg,1,3,1000,0.513000,0.486335,0.862196,,,,,,0.183597,0.461140,0.644737,,0.374476,,,0.831461,0.438596,0.684564,0.557143,0.382653,0.183673,0.340909,0.254902,0.660377
Baseline,age,jpeg,2,3,1000,0.492000,0.455960,0.853415,,,,,,0.212878,0.398964,0.611842,,0.405059,,,0.764045,0.298246,0.701342,0.557143,0.331633,0.173469,0.329545,0.274510,0.641509
Baseline,age,jpeg,3,3,1000,0.445000,0.418352,0.833357,,,,,,0.192632,0.360000,0.552632,,0.425323,,,0.662921,0.368421,0.526846,0.757143,0.357143,0.102041,0.261364,0.313725,0.679245
Baseline,age,shot,1,3,1000,0.331000,0.334683,0.804530,,,,,,0.222860,0.217617,0.440476,,0.352766,,,0.595506,0.719298,0.328859,0.514286,0.163265,0.051020,0.159091,0.490196,0.509434
Baseline,age,shot,2,3,1000,0.256000,0.271071,0.768109,,,,,,0.190476,0.166667,0.357143,,0.420116,,,0.438202,0.684211,0.224832,0.414286,0.117347,0.061224,0.090909,0.490196,0.377358
Baseline,age,shot,3,3,1000,0.211000,0.216384,0.733844,,,,,,0.159048,0.126667,0.285714,,0.381377,,,0.247191,0.701754,0.204698,0.342857,0.102041,0.010204,0.068182,0.411765,0.301887
Baseline,age,clean,0,4,1000,0.521000,0.488597,0.862632,,,,,,0.193618,0.477435,0.671053,,0.429966,,,0.887640,0.491228,0.741611,0.528571,0.331633,0.163265,0.318182,0.274510,0.622642
Baseline,age,cutout,1,4,1000,0.510000,0.481563,0.861224,,,,,,0.183382,0.467933,0.651316,,0.414682,,,0.898876,0.526316,0.711409,0.514286,0.306122,0.214286,0.284091,0.294118,0.584906
Baseline,age,cutout,2,4,1000,0.505000,0.474534,0.863669,,,,,,0.195357,0.455959,0.651316,,0.428181,,,0.842697,0.526316,0.718121,0.514286,0.316327,0.193878,0.261364,0.294118,0.584906
Baseline,age,cutout,3,4,1000,0.508000,0.480054,0.861469,,,,,,0.171837,0.466321,0.638158,,0.430470,,,0.786517,0.526316,0.704698,0.528571,0.316327,0.234694,0.306818,0.333333,0.603774
Baseline,age,defocus,1,4,1000,0.484000,0.438097,0.835061,,,,,,0.204825,0.433333,0.638158,,0.340305,,,0.674157,0.263158,0.697987,0.542857,0.474490,0.153061,0.204545,0.294118,0.415094
Baseline,age,defocus,2,4,1000,0.382000,0.334660,0.775233,,,,,,0.169524,0.306667,0.476190,,0.365470,,,0.449438,0.210526,0.486577,0.471429,0.535714,0.153061,0.079545,0.333333,0.150943
Baseline,age,defocus,3,4,1000,0.307000,0.265087,0.730584,,,,,,0.155714,0.213333,0.369048,,0.303536,,,0.359551,0.157895,0.335570,0.328571,0.566327,0.112245,0.000000,0.254902,0.150943
Baseline,age,gaussian,1,4,1000,0.323000,0.330477,0.802835,,,,,,0.211942,0.264249,0.476190,,0.401003,,,0.696629,0.719298,0.295302,0.471429,0.127551,0.163265,0.159091,0.254902,0.584906
Baseline,age,gaussian,2,4,1000,0.279000,0.281048,0.780418,,,,,,0.112077,0.233161,0.345238,,0.353481,,,0.494382,0.701754,0.265101,0.471429,0.096939,0.132653,0.147727,0.215686,0.509434
Baseline,age,gaussian,3,4,1000,0.243000,0.249611,0.741840,,,,,,0.121429,0.200000,0.321429,,0.354749,,,0.337079,0.578947,0.238255,0.414286,0.117347,0.102041,0.090909,0.294118,0.452830
Baseline,age,glass,1,4,1000,0.512000,0.469369,0.861785,,,,,,0.211526,0.472684,0.684211,,0.392519,,,0.853933,0.438596,0.728188,0.528571,0.382653,0.163265,0.295455,0.196078,0.566038
Baseline,age,glass,2,4,1000,0.489000,0.453706,0.844273,,,,,,0.167644,0.450777,0.618421,,0.364334,,,0.696629,0.456140,0.697987,0.514286,0.387755,0.173469,0.284091,0.196078,0.547170
Baseline,age,glass,3,4,1000,0.472000,0.429314,0.828493,,,,,,0.178995,0.419689,0.598684,,0.351840,,,0.674157,0.228070,0.657718,0.571429,0.484694,0.112245,0.204545,0.294118,0.452830
Baseline,age,impulse,1,4,1000,0.360000,0.357492,0.809203,,,,,,0.168973,0.284974,0.453947,,0.314699,,,0.674157,0.614035,0.419463,0.585714,0.096939,0.142857,0.250000,0.372549,0.471698
Baseline,age,impulse,2,4,1000,0.332000,0.327509,0.793145,,,,,,0.147619,0.233333,0.380952,,0.307236,,,0.494382,0.649123,0.382550,0.585714,0.107143,0.132653,0.227273,0.294118,0.509434
Baseline,age,impulse,3,4,1000,0.282000,0.278732,0.764157,,,,,,0.146667,0.186667,0.333333,,0.316783,,,0.404494,0.561404,0.335570,0.457143,0.076531,0.071429,0.181818,0.294118,0.547170
Baseline,age,jpeg,1,4,1000,0.522000,0.489234,0.862966,,,,,,0.193618,0.477435,0.671053,,0.418855,,,0.887640,0.491228,0.741611,0.528571,0.331633,0.163265,0.329545,0.274510,0.622642
Baseline,age,jpeg,2,4,1000,0.510000,0.481335,0.852737,,,,,,0.209504,0.435233,0.644737,,0.344696,,,0.808989,0.350877,0.734899,0.585714,0.295918,0.255102,0.295455,0.313725,0.622642
Baseline,age,jpeg,3,4,1000,0.450000,0.426888,0.835370,,,,,,0.165877,0.393333,0.559211,,0.340873,,,0.685393,0.263158,0.540268,0.785714,0.321429,0.255102,0.204545,0.313725,0.679245
Baseline,age,shot,1,4,1000,0.309000,0.321542,0.806696,,,,,,0.135887,0.233161,0.369048,,0.402959,,,0.595506,0.684211,0.288591,0.457143,0.112245,0.112245,0.215909,0.352941,0.547170
Baseline,age,shot,2,4,1000,0.262000,0.274322,0.771792,,,,,,0.163810,0.193333,0.357143,,0.370081,,,0.483146,0.649123,0.238255,0.500000,0.076531,0.091837,0.193182,0.254902,0.415094
Baseline,age,shot,3,4,1000,0.215000,0.217257,0.738428,,,,,,0.073238,0.166667,0.239905,,0.278855,,,0.269663,0.578947,0.197987,0.428571,0.117347,0.061224,0.090909,0.176471,0.433962
Ours,race,clean,0,0,1000,0.770000,0.691479,0.895517,0.815789,0.860104,0.693333,0.273810,0.838480,0.003680,0.768145,0.771825,,0.046153,,,,,,,,,,,
Ours,race,cutout,1,0,1000,0.769000,0.677285,0.902059,0.782895,0.854922,0.673333,0.214286,0.869359,0.009697,0.764113,0.773810,,0.043255,,,,,,,,,,,
Ours,race,cutout,2,0,1000,0.774000,0.682623,0.899695,0.776316,0.865285,0.706667,0.202381,0.869359,0.011617,0.768145,0.779762,,0.027853,,,,,,,,,,,
Ours,race,cutout,3,0,1000,0.770000,0.670314,0.900880,0.776316,0.860104,0.686667,0.166667,0.876485,0.007680,0.766129,0.773810,,0.027029,,,,,,,,,,,
Ours,race,defocus,1,0,1000,0.743000,0.653300,0.879586,0.736842,0.829016,0.640000,0.226190,0.845606,0.006112,0.739919,0.746032,,0.038458,,,,,,,,,,,
Ours,race,defocus,2,0,1000,0.707000,0.616707,0.862541,0.703947,0.761658,0.640000,0.202381,0.807601,0.018689,0.697581,0.716270,,0.044256,,,,,,,,,,,
Ours,race,defocus,3,0,1000,0.640000,0.550339,0.834125,0.684211,0.678756,0.600000,0.130952,0.722090,0.021761,0.629032,0.650794,,0.066217,,,,,,,,,,,
Ours,race,gaussian,1,0,1000,0.742000,0.652396,0.880001,0.789474,0.829016,0.666667,0.166667,0.826603,0.016129,0.733871,0.750000,,0.041131,,,,,,,,,,,
Ours,race,gaussian,2,0,1000,0.718000,0.609921,0.870713,0.763158,0.792746,0.600000,0.107143,0.831354,0.024514,0.705645,0.730159,,0.043989,,,,,,,,,,,
Ours,race,gaussian,3,0,1000,0.701000,0.591996,0.854361,0.710526,0.818653,0.586667,0.095238,0.805226,0.022785,0.689516,0.712302,,0.051499,,,,,,,,,,,
Ours,race,glass,1,0,1000,0.757000,0.667781,0.891532,0.789474,0.854922,0.653333,0.214286,0.845606,0.009889,0.752016,0.761905,,0.031593,,,,,,,,,,,
Ours,race,glass,2,0,1000,0.741000,0.651596,0.885171,0.690789,0.849741,0.673333,0.214286,0.838480,0.018145,0.731855,0.750000,,0.035967,,,,,,,,,,,
Ours,race,glass,3,0,1000,0.746000,0.666088,0.884012,0.710526,0.854922,0.660000,0.273810,0.833729,0.036066,0.727823,0.763889,,0.063838,,,,,,,,,,,
Ours,race,impulse,1,0,1000,0.726000,0.625712,0.878187,0.657895,0.823834,0.733333,0.130952,0.821853,0.004384,0.723790,0.728175,,0.039899,,,,,,,,,,,
Ours,race,impulse,2,0,1000,0.723000,0.612622,0.870752,0.651316,0.792746,0.726667,0.095238,0.840855,0.005568,0.720238,0.725806,,0.027138,,,,,,,,,,,
Ours,race,impulse,3,0,1000,0.694000,0.565590,0.863966,0.638158,0.746114,0.700000,0.023810,0.821853,0.004896,0.691532,0.696429,,0.038862,,,,,,,,,,,
Ours,race,jpeg,1,0,1000,0.769000,0.688577,0.895373,0.815789,0.860104,0.693333,0.261905,0.838480,0.005696,0.766129,0.771825,,0.041987,,,,,,,,,,,
Ours,race,jpeg,2,0,1000,0.759000,0.666083,0.889836,0.796053,0.860104,0.720000,0.178571,0.828979,0.013857,0.752016,0.765873,,0.029315,,,,,,,,,,,
Ours,race,jpeg,3,0,1000,0.749000,0.652982,0.874946,0.782895,0.829016,0.700000,0.154762,0.836105,0.018017,0.739919,0.757937,,0.029398,,,,,,,,,,,
Ours,race,shot,1,0,1000,0.739000,0.641479,0.882329,0.789474,0.829016,0.613333,0.154762,0.840855,0.014177,0.731855,0.746032,,0.033035,,,,,,,,,,,
Ours,race,shot,2,0,1000,0.707000,0.603854,0.866016,0.743421,0.792746,0.573333,0.119048,0.819477,0.014689,0.699597,0.714286,,0.082012,,,,,,,,,,,
Ours,race,shot,3,0,1000,0.678000,0.567547,0.843746,0.697368,0.756477,0.513333,0.083333,0.812352,0.037154,0.659274,0.696429,,0.059314,,,,,,,,,,,
Ours,race,clean,0,1,1000,0.777000,0.695028,0.890866,0.802632,0.854922,0.713333,0.261905,0.857482,0.017569,0.768145,0.785714,,0.045044,,,,,,,,,,,
Ours,race,cutout,1,1,1000,0.768000,0.682932,0.897647,0.776316,0.844560,0.706667,0.238095,0.857482,0.003712,0.766129,0.769841,,0.033710,,,,,,,,,,,
Ours,race,cutout,2,1,1000,0.773000,0.688790,0.896778,0.750000,0.860104,0.720000,0.238095,0.866983,0.009633,0.768145,0.777778,,0.043332,,,,,,,,,,,
Ours,race,cutout,3,1,1000,0.771000,0.678432,0.899207,0.756579,0.854922,0.700000,0.202381,0.876485,0.009665,0.766129,0.775794,,0.015671,,,,,,,,,,,
Ours,race,defocus,1,1,1000,0.743000,0.656245,0.879376,0.717105,0.839378,0.646667,0.238095,0.843230,0.002112,0.741935,0.744048,,0.049757,,,,,,,,,,,
Ours,race,defocus,2,1,1000,0.705000,0.605171,0.857902,0.657895,0.772021,0.633333,0.154762,0.826603,0.014721,0.697581,0.712302,,0.022213,,,,,,,,,,,
Ours,race,defocus,3,1,1000,0.663000,0.540881,0.826383,0.631579,0.678756,0.626667,0.035714,0.805226,0.016609,0.654762,0.671371,,0.035397,,,,,,,,,,,
Ours,race,gaussian,1,1,1000,0.745000,0.650084,0.873707,0.763158,0.823834,0.693333,0.142857,0.840855,0.038082,0.725806,0.763889,,0.046083,,,,,,,,,,,
Ours,race,gaussian,2,1,1000,0.731000,0.619374,0.865095,0.717105,0.803109,0.646667,0.095238,0.859857,0.022305,0.719758,0.742063,,0.045553,,,,,,,,,,,
Ours,race,gaussian,3,1,1000,0.693000,0.573705,0.849331,0.651316,0.797927,0.586667,0.059524,0.824228,0.034914,0.675403,0.710317,,0.063192,,,,,,,,,,,
Ours,race,glass,1,1,1000,0.766000,0.680040,0.888958,0.789474,0.839378,0.693333,0.238095,0.855107,0.011745,0.760081,0.771825,,0.024581,,,,,,,,,,,
Ours,race,glass,2,1,1000,0.747000,0.665105,0.884530,0.684211,0.839378,0.693333,0.261905,0.843230,0.018049,0.737903,0.755952,,0.060236,,,,,,,,,,,
Ours,race,glass,3,1,1000,0.750000,0.670977,0.883062,0.684211,0.839378,0.686667,0.285714,0.847981,0.040003,0.729839,0.769841,,0.069712,,,,,,,,,,,
Ours,race,impulse,1,1,1000,0.731000,0.631810,0.873134,0.611842,0.823834,0.766667,0.142857,0.836105,0.030306,0.715726,0.746032,,0.031864,,,,,,,,,,,
Ours,race,impulse,2,1,1000,0.724000,0.607832,0.866084,0.585526,0.797927,0.760000,0.083333,0.855107,0.020417,0.713710,0.734127,,0.027707,,,,,,,,,,,
Ours,race,impulse,3,1,1000,0.702000,0.580662,0.856894,0.578947,0.735751,0.733333,0.059524,0.847981,0.020769,0.691532,0.712302,,0.043170,,,,,,,,,,,
Ours,race,jpeg,1,1,1000,0.778000,0.696246,0.890857,0.809211,0.854922,0.713333,0.261905,0.857482,0.015553,0.770161,0.785714,,0.047316,,,,,,,,,,,
Ours,race,jpeg,2,1,1000,0.773000,0.689605,0.886303,0.822368,0.860104,0.733333,0.226190,0.838480,0.009633,0.768145,0.777778,,0.039369,,,,,,,,,,,
Ours,race,jpeg,3,1,1000,0.758000,0.664697,0.871430,0.769737,0.844560,0.720000,0.166667,0.845606,0.019873,0.747984,0.767857,,0.026965,,,,,,,,,,,
Ours,race,shot,1,1,1000,0.744000,0.650737,0.877930,0.789474,0.823834,0.633333,0.166667,0.845606,0.020097,0.733871,0.753968,,0.032096,,,,,,,,,,,
Ours,race,shot,2,1,1000,0.717000,0.612942,0.863162,0.703947,0.792746,0.600000,0.119048,0.847981,0.030530,0.701613,0.732143,,0.063399,,,,,,,,,,,
Ours,race,shot,3,1,1000,0.681000,0.565593,0.840402,0.625000,0.756477,0.540000,0.071429,0.838480,0.043107,0.659274,0.702381,,0.066447,,,,,,,,,,,
Ours,race,clean,0,2,1000,0.766000,0.682206,0.896162,0.802632,0.839378,0.686667,0.250000,0.850356,0.000256,0.765873,0.766129,,0.045006,,,,,,,,,,,
Ours,race,cutout,1,2,1000,0.778000,0.691555,0.902370,0.776316,0.854922,0.706667,0.238095,0.876485,0.008449,0.773810,0.782258,,0.039741,,,,,,,,,,,
Ours,race,cutout,2,2,1000,0.770000,0.676007,0.898890,0.750000,0.860104,0.720000,0.190476,0.869359,0.015681,0.762097,0.777778,,0.041748,,,,,,,,,,,
Ours,race,cutout,3,2,1000,0.764000,0.665177,0.900194,0.730263,0.849741,0.686667,0.178571,0.881235,0.011777,0.758065,0.769841,,0.032318,,,,,,,,,,,
Ours,race,defocus,1,2,1000,0.744000,0.661409,0.883685,0.736842,0.834197,0.653333,0.261905,0.833729,0.008097,0.739919,0.748016,,0.054914,,,,,,,,,,,
Ours,race,defocus,2,2,1000,0.699000,0.604420,0.861408,0.651316,0.746114,0.620000,0.190476,0.824228,0.002816,0.697581,0.700397,,0.051128,,,,,,,,,,,
Ours,race,defocus,3,2,1000,0.668000,0.564785,0.825569,0.618421,0.683938,0.606667,0.119048,0.809976,0.006688,0.664683,0.671371,,0.066499,,,,,,,,,,,
Ours,race,gaussian,1,2,1000,0.746000,0.652102,0.879079,0.750000,0.839378,0.680000,0.154762,0.843230,0.024066,0.733871,0.757937,,0.031730,,,,,,,,,,,
Ours,race,gaussian,2,2,1000,0.716000,0.603570,0.868425,0.697368,0.803109,0.586667,0.095238,0.852732,0.016545,0.707661,0.724206,,0.034433,,,,,,,,,,,
Ours,race,gaussian,3,2,1000,0.696000,0.572568,0.853677,0.664474,0.792746,0.573333,0.047619,0.836105,0.032866,0.679435,0.712302,,0.062648,,,,,,,,,,,
Ours,race,glass,1,2,1000,0.768000,0.684304,0.894818,0.815789,0.849741,0.660000,0.250000,0.855107,0.004288,0.765873,0.770161,,0.030138,,,,,,,,,,,
Ours,race,glass,2,2,1000,0.743000,0.662368,0.890847,0.710526,0.854922,0.666667,0.261905,0.826603,0.018113,0.733871,0.751984,,0.045351,,,,,,,,,,,
Ours,race,glass,3,2,1000,0.749000,0.670191,0.887777,0.690789,0.849741,0.666667,0.297619,0.843230,0.038018,0.729839,0.767857,,0.081868,,,,,,,,,,,
Ours,race,impulse,1,2,1000,0.724000,0.616357,0.876744,0.611842,0.818653,0.740000,0.107143,0.838480,0.040419,0.703629,0.744048,,0.041237,,,,,,,,,,,
Ours,race,impulse,2,2,1000,0.719000,0.602050,0.868302,0.585526,0.792746,0.733333,0.083333,0.855107,0.006496,0.715726,0.722222,,0.037653,,,,,,,,,,,
Ours,race,impulse,3,2,1000,0.701000,0.572682,0.859820,0.565789,0.751295,0.693333,0.035714,0.862233,0.030786,0.685484,0.716270,,0.055491,,,,,,,,,,,
Ours,race,jpeg,1,2,1000,0.767000,0.683025,0.895997,0.802632,0.844560,0.686667,0.250000,0.850356,0.002272,0.765873,0.768145,,0.048404,,,,,,,,,,,
Ours,race,jpeg,2,2,1000,0.767000,0.682868,0.891710,0.802632,0.875648,0.713333,0.226190,0.831354,0.009729,0.762097,0.771825,,0.031738,,,,,,,,,,,
Ours,race,jpeg,3,2,1000,0.756000,0.663818,0.875395,0.782895,0.844560,0.713333,0.166667,0.838480,0.023906,0.743952,0.767857,,0.048952,,,,,,,,,,,
Ours,race,shot,1,2,1000,0.739000,0.639310,0.882620,0.782895,0.818653,0.586667,0.154762,0.857482,0.018177,0.729839,0.748016,,0.061096,,,,,,,,,,,
Ours,race,shot,2,2,1000,0.710000,0.599088,0.867482,0.664474,0.808290,0.586667,0.095238,0.847981,0.024642,0.697581,0.722222,,0.078631,,,,,,,,,,,
Ours,race,shot,3,2,1000,0.670000,0.556220,0.845131,0.605263,0.746114,0.486667,0.083333,0.840855,0.037282,0.651210,0.688492,,0.065621,,,,,,,,,,,
Ours,race,clean,0,3,1000,0.767000,0.680223,0.898327,0.802632,0.844560,0.680000,0.238095,0.855107,0.017729,0.758065,0.775794,,0.048145,,,,,,,,,,,
Ours,race,cutout,1,3,1000,0.772000,0.682399,0.902635,0.782895,0.849741,0.706667,0.214286,0.866983,0.000352,0.771825,0.772177,,0.066778,,,,,,,,,,,
Ours,race,cutout,2,3,1000,0.774000,0.691255,0.901176,0.763158,0.854922,0.706667,0.250000,0.869359,0.003616,0.772177,0.775794,,0.051306,,,,,,,,,,,
Ours,race,cutout,3,3,1000,0.775000,0.686236,0.902047,0.756579,0.860104,0.693333,0.226190,0.881235,0.001600,0.774194,0.775794,,0.029218,,,,,,,,,,,
Ours,race,defocus,1,3,1000,0.750000,0.666275,0.883573,0.730263,0.844560,0.646667,0.261905,0.847981,0.012001,0.743952,0.755952,,0.030588,,,,,,,,,,,
Ours,race,defocus,2,3,1000,0.706000,0.608840,0.864131,0.657895,0.777202,0.666667,0.166667,0.812352,0.016705,0.697581,0.714286,,0.040026,,,,,,,,,,,
Ours,race,defocus,3,3,1000,0.644000,0.533102,0.836414,0.618421,0.683938,0.660000,0.047619,0.748219,0.017697,0.635081,0.652778,,0.041007,,,,,,,,,,,
Ours,race,gaussian,1,3,1000,0.745000,0.657403,0.882305,0.789474,0.829016,0.680000,0.178571,0.826603,0.010081,0.739919,0.750000,,0.036568,,,,,,,,,,,
Ours,race,gaussian,2,3,1000,0.718000,0.614871,0.873308,0.730263,0.808290,0.613333,0.130952,0.826603,0.024514,0.705645,0.730159,,0.053863,,,,,,,,,,,
Ours,race,gaussian,3,3,1000,0.694000,0.582207,0.854584,0.671053,0.813472,0.600000,0.083333,0.802850,0.028898,0.679435,0.708333,,0.082357,,,,,,,,,,,
Ours,race,glass,1,3,1000,0.761000,0.674423,0.895448,0.796053,0.849741,0.653333,0.238095,0.850356,0.009825,0.756048,0.765873,,0.034953,,,,,,,,,,,
Ours,race,glass,2,3,1000,0.751000,0.665553,0.891329,0.703947,0.860104,0.673333,0.250000,0.845606,0.013985,0.743952,0.757937,,0.038994,,,,,,,,,,,
Ours,race,glass,3,3,1000,0.754000,0.680029,0.887620,0.703947,0.854922,0.673333,0.321429,0.840855,0.031938,0.737903,0.769841,,0.071069,,,,,,,,,,,
Ours,race,impulse,1,3,1000,0.730000,0.630062,0.881431,0.638158,0.823834,0.753333,0.142857,0.828979,0.024322,0.717742,0.742063,,0.035025,,,,,,,,,,,
Ours,race,impulse,2,3,1000,0.712000,0.599111,0.872858,0.605263,0.803109,0.700000,0.095238,0.836105,0.004608,0.709677,0.714286,,0.023960,,,,,,,,,,,
Ours,race,impulse,3,3,1000,0.703000,0.575005,0.865577,0.611842,0.751295,0.706667,0.035714,0.845606,0.018753,0.693548,0.712302,,0.046386,,,,,,,,,,,
Ours,race,jpeg,1,3,1000,0.768000,0.681195,0.898343,0.809211,0.844560,0.680000,0.238095,0.855107,0.011713,0.762097,0.773810,,0.044830,,,,,,,,,,,
Ours,race,jpeg,2,3,1000,0.774000,0.688937,0.893200,0.822368,0.860104,0.720000,0.226190,0.845606,0.000384,0.773810,0.774194,,0.043471,,,,,,,,,,,
Ours,race,jpeg,3,3,1000,0.758000,0.670069,0.877676,0.750000,0.849741,0.700000,0.190476,0.852732,0.007873,0.754032,0.761905,,0.025191,,,,,,,,,,,
Ours,race,shot,1,3,1000,0.735000,0.640202,0.885437,0.789474,0.818653,0.606667,0.166667,0.836105,0.022241,0.723790,0.746032,,0.034969,,,,,,,,,,,
Ours,race,shot,2,3,1000,0.708000,0.606482,0.868830,0.736842,0.803109,0.560000,0.130952,0.821853,0.016673,0.699597,0.716270,,0.062190,,,,,,,,,,,
Ours,race,shot,3,3,1000,0.673000,0.562082,0.844313,0.657895,0.740933,0.540000,0.083333,0.812352,0.035234,0.655242,0.690476,,0.059442,,,,,,,,,,,
Ours,race,clean,0,4,1000,0.774000,0.691922,0.896718,0.809211,0.854922,0.706667,0.250000,0.852732,0.011617,0.768145,0.779762,,0.048861,,,,,,,,,,,
Ours,race,cutout,1,4,1000,0.776000,0.689830,0.901555,0.776316,0.870466,0.693333,0.238095,0.869359,0.011585,0.770161,0.781746,,0.027969,,,,,,,,,,,
Ours,race,cutout,2,4,1000,0.775000,0.684798,0.900891,0.763158,0.875648,0.700000,0.214286,0.871734,0.021601,0.764113,0.785714,,0.052247,,,,,,,,,,,
Ours,race,cutout,3,4,1000,0.772000,0.670873,0.903279,0.756579,0.875648,0.673333,0.166667,0.885986,0.015649,0.764113,0.779762,,0.015086,,,,,,,,,,,
Ours,race,defocus,1,4,1000,0.750000,0.665947,0.882662,0.736842,0.839378,0.660000,0.250000,0.845606,0.012001,0.743952,0.755952,,0.057533,,,,,,,,,,,
Ours,race,defocus,2,4,1000,0.703000,0.605450,0.862823,0.684211,0.782383,0.653333,0.154762,0.800475,0.001248,0.702381,0.703629,,0.042104,,,,,,,,,,,
Ours,race,defocus,3,4,1000,0.630000,0.525486,0.831410,0.625000,0.694301,0.613333,0.059524,0.722090,0.002080,0.628968,0.631048,,0.041545,,,,,,,,,,,
Ours,race,gaussian,1,4,1000,0.744000,0.654659,0.882060,0.756579,0.823834,0.680000,0.178571,0.838480,0.020097,0.733871,0.753968,,0.029305,,,,,,,,,,,
Ours,race,gaussian,2,4,1000,0.724000,0.621180,0.873256,0.697368,0.803109,0.640000,0.130952,0.845606,0.012417,0.717742,0.730159,,0.035481,,,,,,,,,,,
Ours,race,gaussian,3,4,1000,0.699000,0.588545,0.856511,0.638158,0.823834,0.606667,0.095238,0.817102,0.022817,0.687500,0.710317,,0.062532,,,,,,,,,,,
Ours,race,glass,1,4,1000,0.767000,0.681556,0.894126,0.796053,0.854922,0.686667,0.226190,0.852732,0.005728,0.764113,0.769841,,0.047626,,,,,,,,,,,
Ours,race,glass,2,4,1000,0.752000,0.669739,0.889570,0.710526,0.849741,0.693333,0.250000,0.843230,0.023970,0.739919,0.763889,,0.042093,,,,,,,,,,,
Ours,race,glass,3,4,1000,0.753000,0.673823,0.887117,0.697368,0.854922,0.680000,0.285714,0.845606,0.029954,0.737903,0.767857,,0.086661,,,,,,,,,,,
Ours,race,impulse,1,4,1000,0.727000,0.629224,0.880163,0.611842,0.818653,0.753333,0.154762,0.831354,0.030370,0.711694,0.742063,,0.039874,,,,,,,,,,,
Ours,race,impulse,2,4,1000,0.720000,0.609317,0.872656,0.598684,0.797927,0.766667,0.095238,0.836105,0.012481,0.713710,0.726190,,0.040048,,,,,,,,,,,
Ours,race,impulse,3,4,1000,0.700000,0.572126,0.864814,0.559211,0.761658,0.746667,0.035714,0.838480,0.020801,0.689516,0.710317,,0.041151,,,,,,,,,,,
Ours,race,jpeg,1,4,1000,0.775000,0.692894,0.896582,0.815789,0.854922,0.706667,0.250000,0.852732,0.009601,0.770161,0.779762,,0.051133,,,,,,,,,,,
Ours,race,jpeg,2,4,1000,0.772000,0.680085,0.893022,0.802632,0.870466,0.700000,0.202381,0.855107,0.011649,0.766129,0.777778,,0.038181,,,,,,,,,,,
Ours,race,jpeg,3,4,1000,0.760000,0.666674,0.879622,0.769737,0.854922,0.720000,0.166667,0.845606,0.019841,0.750000,0.769841,,0.047648,,,,,,,,,,,
Ours,race,shot,1,4,1000,0.739000,0.646084,0.884573,0.776316,0.823834,0.613333,0.178571,0.843230,0.018177,0.729839,0.748016,,0.041265,,,,,,,,,,,
Ours,race,shot,2,4,1000,0.715000,0.613625,0.868888,0.690789,0.803109,0.606667,0.130952,0.838480,0.038562,0.695565,0.734127,,0.072702,,,,,,,,,,,
Ours,race,shot,3,4,1000,0.682000,0.574934,0.846400,0.644737,0.777202,0.546667,0.095238,0.817102,0.025090,0.669355,0.694444,,0.059591,,,,,,,,,,,
Ours,gender,clean,0,0,1000,0.925000,0.924999,0.976655,,,,,,0.084947,0.868421,0.953368,0.185263,0.093781,0.929435,0.920635,,,,,,,,,
Ours,gender,cutout,1,0,1000,0.929000,0.928998,0.978683,,,,,,0.071789,0.881579,0.953368,0.211930,0.080722,0.931452,0.926587,,,,,,,,,
Ours,gender,cutout,2,0,1000,0.931000,0.930994,0.977939,,,,,,0.078368,0.875000,0.953368,0.218684,0.088027,0.929435,0.932540,,,,,,,,,
Ours,gender,cutout,3,0,1000,0.923000,0.922999,0.976971,,,,,,0.091526,0.861842,0.953368,0.185351,0.098636,0.927419,0.918651,,,,,,,,,
Ours,gender,defocus,1,0,1000,0.923000,0.922999,0.972286,,,,,,0.079765,0.868421,0.948187,0.198772,0.085568,0.927419,0.918651,,,,,,,,,
Ours,gender,defocus,2,0,1000,0.887000,0.886991,0.956825,,,,,,0.066028,0.835526,0.901554,0.198860,0.092211,0.885081,0.888889,,,,,,,,,
Ours,gender,defocus,3,0,1000,0.855000,0.854878,0.932268,,,,,,0.142857,0.750000,0.892857,0.185614,0.157360,0.832661,0.876984,,,,,,,,,
Ours,gender,gaussian,1,0,1000,0.917000,0.916930,0.973266,,,,,,0.081163,0.861842,0.943005,0.160952,0.076599,0.895161,0.938492,,,,,,,,,
Ours,gender,gaussian,2,0,1000,0.897000,0.896888,0.966034,,,,,,0.072198,0.855263,0.927461,0.179123,0.072543,0.870968,0.922619,,,,,,,,,
Ours,gender,gaussian,3,0,1000,0.883000,0.882986,0.956521,,,,,,0.112782,0.815789,0.928571,0.205088,0.148678,0.879032,0.886905,,,,,,,,,
